course_code,sdg_number,sdg_name,addressed,justification,timestamp
MINE8101,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 15:37:17.173002
MINE8101,6,Clean Water and Sanitation,Supported,Keywords detected: river,2024-11-25 15:37:17.173002
MINE8101,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: exploitation,2024-11-25 15:37:17.173002
BEIL0010,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 15:37:17.595999
HLTH1000,3,Good Health and Well-being,Supported,"Keywords detected: health system, healthcare, healthcare, healthcare, healthcare, health care, health care, health care service, health system",2024-11-25 15:37:18.205146
HLTH1000,4,Quality Education,Supported,"Keywords detected: identity, original, cultur, original",2024-11-25 15:37:18.205146
HLTH1000,10,Reduced Inequalities,Supported,"Keywords detected: bias, equity, cult",2024-11-25 15:37:18.205146
HLTH1000,15,Life on Land,Supported,"Keywords detected: land, land",2024-11-25 15:37:18.205146
HLTH1000,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: injury, equity",2024-11-25 15:37:18.205146
HLTH1000,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 15:37:18.205146
HLTH1000,11,Sustainable Cities and Communities,Focus,"Keywords detected: sustainab, sustainable development",2024-11-25 15:37:18.205146
HLTH1000,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 15:37:18.205146
HDAT9600,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 15:37:18.739095
MDIA3097,4,Quality Education,Supported,"Keywords detected: cultur, cultur, cultur",2024-11-25 15:37:19.058348
MDIA3097,10,Reduced Inequalities,Supported,"Keywords detected: cult, culture, cult, culture, cult",2024-11-25 15:37:19.058348
ENGG2500,6,Clean Water and Sanitation,Supported,"Keywords detected: pipes, pipes, pipes",2024-11-25 15:37:19.970257
ARTS2693,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: production, production",2024-11-25 15:37:20.387465
ARTS2693,7,Affordable and Clean Energy,Supported,Keywords detected: power,2024-11-25 15:37:20.387465
ARTS2693,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 15:37:20.387465
MMAN4953,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 15:37:20.756335
COMM5706,3,Good Health and Well-being,Supported,Keywords detected: delivery,2024-11-25 15:37:21.813408
COMM5706,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: governance, innovation, innovation, innovation, innovation, innovation, innovation",2024-11-25 15:37:21.813408
LAWS8095,15,Life on Land,Supported,Keywords detected: land,2024-11-25 15:37:22.034928
LAWS8095,11,Sustainable Cities and Communities,Focus,Keywords detected: creativ,2024-11-25 15:37:22.034928
LAWS8095,4,Quality Education,Supported,Keywords detected: creative,2024-11-25 15:37:22.034928
LAWS3302,10,Reduced Inequalities,Supported,Keywords detected: disadvantage,2024-11-25 15:37:22.381767
LAWS3302,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: disadvantage,2024-11-25 15:37:22.381767
LAWS3302,15,Life on Land,Supported,Keywords detected: land,2024-11-25 15:37:22.381767
LAWS3302,6,Clean Water and Sanitation,Supported,Keywords detected: pond,2024-11-25 15:37:22.381767
PTRL5011,13,Climate Action,Focus,"Keywords detected: oil, oil",2024-11-25 15:37:23.297812
PTRL5011,6,Clean Water and Sanitation,Supported,"Keywords detected: reservoir, reservoir",2024-11-25 15:37:23.297812
PTRL5011,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: production, production, production, production, industry, production",2024-11-25 15:37:23.297812
PTRL5011,12,Responsible Consumption and Production,Supported,"Keywords detected: production system, production system, production system",2024-11-25 15:37:23.297812
PSYC1062,3,Good Health and Well-being,Supported,Keywords detected: psychological health,2024-11-25 15:37:23.960496
PSYC1062,4,Quality Education,Focus,Keywords detected: science,2024-11-25 15:37:23.960496
PSYC1062,9,Industry Innovation and Infrastructure,Supported,Keywords detected: inquiry,2024-11-25 15:37:23.960496
ECON5408,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business, business, business, business, business, business",2024-11-25 15:37:24.693726
ARTS2464,4,Quality Education,Supported,"Keywords detected: cultur, cultur",2024-11-25 15:37:25.344971
ARTS2464,6,Clean Water and Sanitation,Supported,Keywords detected: fen,2024-11-25 15:37:25.344971
ARTS2464,10,Reduced Inequalities,Supported,"Keywords detected: cult, cult",2024-11-25 15:37:25.344971
ARTS2570,6,Clean Water and Sanitation,Supported,Keywords detected: pond,2024-11-25 15:37:26.109749
ARTS2570,4,Quality Education,Supported,Keywords detected: customs,2024-11-25 15:37:26.109749
ARTS2570,10,Reduced Inequalities,Supported,Keywords detected: belief,2024-11-25 15:37:26.109749
SWCH9017,1,No Poverty,Focus,Keywords detected: pregnan,2024-11-25 15:37:26.693314
SWCH9017,3,Good Health and Well-being,Supported,Keywords detected: fertility,2024-11-25 15:37:26.693314
SWCH9017,5,Gender Equality,Supported,"Keywords detected: females, sex",2024-11-25 15:37:26.693314
SWCH9017,11,Sustainable Cities and Communities,Supported,Keywords detected: sex,2024-11-25 15:37:26.693314
LAWS2384,11,Sustainable Cities and Communities,Focus,Keywords detected: creativ,2024-11-25 15:37:27.241113
LAWS2384,4,Quality Education,Supported,Keywords detected: creative,2024-11-25 15:37:27.241113
CEIC6789,4,Quality Education,Focus,"Keywords detected: science, science, science",2024-11-25 15:37:28.093710
CEIC6789,6,Clean Water and Sanitation,Supported,Keywords detected: fen,2024-11-25 15:37:28.093710
FOOD4403,12,Responsible Consumption and Production,Focus,"Keywords detected: nutrition, nutrition",2024-11-25 15:37:28.647920
FOOD4403,2,Zero Hunger,Supported,"Keywords detected: nutrition, nutrition",2024-11-25 15:37:28.647920
JURD7467,8,Decent Work and Economic Growth,Supported,"Keywords detected: justice, justice",2024-11-25 15:37:29.612711
JURD7467,10,Reduced Inequalities,Supported,"Keywords detected: just, just",2024-11-25 15:37:29.612711
JURD7467,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: accountability,2024-11-25 15:37:29.612711
JURD7467,4,Quality Education,Supported,Keywords detected: crime,2024-11-25 15:37:29.612711
PATH3209,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: investigation, scientific research",2024-11-25 15:37:30.649298
PATH3209,4,Quality Education,Focus,Keywords detected: science,2024-11-25 15:37:30.649298
PATH3209,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: cancer,2024-11-25 15:37:30.649298
AVIA2702,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: security, security, security, security, threats, security",2024-11-25 15:37:31.523709
AVIA2702,3,Good Health and Well-being,Supported,"Keywords detected: risks, risks",2024-11-25 15:37:31.523709
AVIA2702,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 15:37:31.523709
AVIA2702,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: industry, trade",2024-11-25 15:37:31.523709
AVIA2702,7,Affordable and Clean Energy,Focus,Keywords detected: efficiency,2024-11-25 15:37:31.523709
AVIA2702,11,Sustainable Cities and Communities,Focus,Keywords detected: efficiency,2024-11-25 15:37:31.523709
AVIA2702,13,Climate Action,Focus,Keywords detected: efficiency,2024-11-25 15:37:31.523709
AVIA2702,8,Decent Work and Economic Growth,Supported,"Keywords detected: economy, trade",2024-11-25 15:37:31.523709
ZEIT8018,8,Decent Work and Economic Growth,Supported,Keywords detected: business,2024-11-25 15:37:31.917554
ZEIT8018,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: governance, governance",2024-11-25 15:37:31.917554
ZEIT8018,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: security, security, security",2024-11-25 15:37:31.917554
ZEIT8018,7,Affordable and Clean Energy,Focus,Keywords detected: resilience,2024-11-25 15:37:31.917554
ZEIT8018,11,Sustainable Cities and Communities,Focus,Keywords detected: resilience,2024-11-25 15:37:31.917554
ZEIT8018,13,Climate Action,Focus,Keywords detected: resilience,2024-11-25 15:37:31.917554
ZEIT8018,6,Clean Water and Sanitation,Supported,Keywords detected: fen,2024-11-25 15:37:31.917554
GMAT4220,4,Quality Education,Focus,Keywords detected: science,2024-11-25 15:37:32.453511
MGMT5800,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: innovation, technolog, innovation, technolog, innovation",2024-11-25 15:37:33.000690
ARTS3217,10,Reduced Inequalities,Focus,"Keywords detected: culture, cult, just",2024-11-25 15:37:33.383642
ARTS3217,4,Quality Education,Supported,"Keywords detected: cultur, creative",2024-11-25 15:37:33.383642
ARTS3217,11,Sustainable Cities and Communities,Supported,"Keywords detected: foundation, creativ",2024-11-25 15:37:33.383642
LAWS8069,12,Responsible Consumption and Production,Supported,"Keywords detected: natural resource, natural resource, natural resource, natural resource",2024-11-25 15:37:33.694965
LAWS8069,9,Industry Innovation and Infrastructure,Supported,Keywords detected: investigation,2024-11-25 15:37:33.694965
LAWS8069,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 15:37:33.694965
LAWS8069,11,Sustainable Cities and Communities,Focus,"Keywords detected: sustainab, sustainable development, regional planning",2024-11-25 15:37:33.694965
LAWS8069,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 15:37:33.694965
AVIA3601,9,Industry Innovation and Infrastructure,Focus,Keywords detected: r and d,2024-11-25 15:37:34.100987
PHAR3202,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: harm, harm, harm",2024-11-25 15:37:34.998552
PHAR3202,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 15:37:34.998552
PLAN7140,13,Climate Action,Focus,Keywords detected: environmental law,2024-11-25 15:37:35.326773
PLAN7140,15,Life on Land,Supported,Keywords detected: land,2024-11-25 15:37:35.326773
ARTS1240,13,Climate Action,Focus,"Keywords detected: environmental problem, environmental challenge",2024-11-25 15:37:35.653141
EDST5151,11,Sustainable Cities and Communities,Focus,Keywords detected: school,2024-11-25 15:37:36.121831
EDST5151,4,Quality Education,Supported,"Keywords detected: cultur, cultur",2024-11-25 15:37:36.121831
EDST5151,10,Reduced Inequalities,Supported,"Keywords detected: cult, cult",2024-11-25 15:37:36.121831
EDST5151,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: child development,2024-11-25 15:37:36.121831
TELE4651,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: technolog, technolog",2024-11-25 15:37:36.807285
BENV7504,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: technolog, technolog, technolog",2024-11-25 15:37:37.153830
BENV7504,10,Reduced Inequalities,Supported,Keywords detected: disadvantage,2024-11-25 15:37:37.153830
BENV7504,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: disadvantage,2024-11-25 15:37:37.153830
BENV7504,11,Sustainable Cities and Communities,Supported,Keywords detected: smart cit,2024-11-25 15:37:37.153830
EDST5448,11,Sustainable Cities and Communities,Supported,"Keywords detected: education, education, education",2024-11-25 15:37:37.604693
EDST5133,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:37:38.096959
ELEC3111,4,Quality Education,Supported,Keywords detected: tradition,2024-11-25 15:37:39.078344
ELEC3111,7,Affordable and Clean Energy,Supported,"Keywords detected: energy source, electric, energy source, power, electric, energy source, electric, energy source, electric, energy source",2024-11-25 15:37:39.078344
MATS6105,10,Reduced Inequalities,Supported,Keywords detected: just,2024-11-25 15:37:40.379351
MATS6105,9,Industry Innovation and Infrastructure,Supported,Keywords detected: technolog,2024-11-25 15:37:40.379351
SOMS1913,3,Good Health and Well-being,Supported,Keywords detected: medicine,2024-11-25 15:37:40.994056
PSYC4073,13,Climate Action,Focus,"Keywords detected: judgement, judgement",2024-11-25 15:37:41.525099
PSYC4073,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: accountability,2024-11-25 15:37:41.525099
PSYC4073,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 15:37:41.525099
PLAN3006,6,Clean Water and Sanitation,Supported,Keywords detected: pond,2024-11-25 15:37:41.836303
ARTS3874,13,Climate Action,Focus,"Keywords detected: human right, human right",2024-11-25 15:37:42.158758
ARTS3874,4,Quality Education,Supported,"Keywords detected: human right, cultur, human right",2024-11-25 15:37:42.158758
ARTS3874,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: human rights, human rights",2024-11-25 15:37:42.158758
ARTS3874,10,Reduced Inequalities,Focus,"Keywords detected: culture, cult",2024-11-25 15:37:42.158758
EDST5118,4,Quality Education,Supported,Keywords detected: original,2024-11-25 15:37:42.666237
EDST5118,7,Affordable and Clean Energy,Supported,Keywords detected: special education,2024-11-25 15:37:42.666237
EDST5118,11,Sustainable Cities and Communities,Supported,"Keywords detected: education, school",2024-11-25 15:37:42.666237
ARCH1481,11,Sustainable Cities and Communities,Supported,Keywords detected: foundation,2024-11-25 15:37:42.969763
BIOM9021,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 15:37:43.553285
BIOM9021,5,Gender Equality,Supported,Keywords detected: medical,2024-11-25 15:37:43.553285
PTRL6003,6,Clean Water and Sanitation,Supported,"Keywords detected: reservoir, reservoir",2024-11-25 15:37:44.166447
ZEIT2103,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 15:37:44.621742
ZEIT2103,9,Industry Innovation and Infrastructure,Supported,Keywords detected: technolog,2024-11-25 15:37:44.621742
GSOE9997,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 15:37:44.975994
DART4300,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 15:37:45.785533
EDST6732,13,Climate Action,Focus,Keywords detected: abuse,2024-11-25 15:37:46.965912
ZEIT4601,7,Affordable and Clean Energy,Supported,Keywords detected: alternative,2024-11-25 15:37:47.500161
ZEIT4601,4,Quality Education,Focus,"Keywords detected: science, creative",2024-11-25 15:37:47.500161
ZEIT4601,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: technolog, technolog",2024-11-25 15:37:47.500161
ZEIT4601,11,Sustainable Cities and Communities,Focus,Keywords detected: creativ,2024-11-25 15:37:47.500161
ZEIT4601,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: accountability,2024-11-25 15:37:47.500161
LAWS3272,10,Reduced Inequalities,Supported,"Keywords detected: immigration, migra, immigration, migra, migration law, immigration, migra, migration law, immigration, migra, migration law, immigration, migra, migration law, immigration, migra, migration law, immigration, migra, migration law, immigration, migra, migration law",2024-11-25 15:37:47.960446
LAWS3272,16,"Peace, Justice and Strong Institutions",Focus,"Keywords detected: immigration law, immigration law, immigration law, immigration law, immigration law, immigration law, immigration law",2024-11-25 15:37:47.960446
LAWS3272,7,Affordable and Clean Energy,Focus,Keywords detected: efficiency,2024-11-25 15:37:47.960446
LAWS3272,11,Sustainable Cities and Communities,Focus,Keywords detected: efficiency,2024-11-25 15:37:47.960446
LAWS3272,13,Climate Action,Focus,Keywords detected: efficiency,2024-11-25 15:37:47.960446
ZPEM8310,4,Quality Education,Focus,"Keywords detected: science, science, cultur, cultur",2024-11-25 15:37:48.379994
ZPEM8310,10,Reduced Inequalities,Supported,"Keywords detected: cult, culture, cult",2024-11-25 15:37:48.379994
ZPEM8310,16,"Peace, Justice and Strong Institutions",Focus,Keywords detected: enable,2024-11-25 15:37:48.379994
ZPEM8310,9,Industry Innovation and Infrastructure,Supported,Keywords detected: technolog,2024-11-25 15:37:48.379994
MATS1192,4,Quality Education,Focus,Keywords detected: science,2024-11-25 15:37:48.784105
MATS1192,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 15:37:48.784105
SWCH9009,3,Good Health and Well-being,Supported,"Keywords detected: medicine, medicine",2024-11-25 15:37:49.497537
SWCH9009,5,Gender Equality,Supported,Keywords detected: medical,2024-11-25 15:37:49.497537
SWCH9009,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: production, technolog",2024-11-25 15:37:49.497537
ARTS1541,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:37:50.549688
ARTS1541,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:37:50.549688
EDST2094,4,Quality Education,Supported,"Keywords detected: literacy, literacy",2024-11-25 15:37:51.050757
COMP9242,8,Decent Work and Economic Growth,Supported,Keywords detected: trade,2024-11-25 15:37:51.415120
COMP9242,9,Industry Innovation and Infrastructure,Supported,Keywords detected: trade,2024-11-25 15:37:51.415120
COMP9242,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 15:37:51.415120
COMP9242,6,Clean Water and Sanitation,Supported,Keywords detected: river,2024-11-25 15:37:51.415120
DATA9001,4,Quality Education,Focus,Keywords detected: science,2024-11-25 15:37:51.902887
CEIC4953,4,Quality Education,Focus,"Keywords detected: science, science",2024-11-25 15:37:52.744527
CEIC4953,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 15:37:52.744527
CEIC4953,13,Climate Action,Focus,Keywords detected: judgement,2024-11-25 15:37:52.744527
COMP9024,7,Affordable and Clean Energy,Focus,Keywords detected: efficiency,2024-11-25 15:37:53.456798
COMP9024,11,Sustainable Cities and Communities,Focus,Keywords detected: efficiency,2024-11-25 15:37:53.456798
COMP9024,13,Climate Action,Focus,Keywords detected: efficiency,2024-11-25 15:37:53.456798
COMP9024,4,Quality Education,Focus,"Keywords detected: science, science",2024-11-25 15:37:53.456798
BABS3151,9,Industry Innovation and Infrastructure,Supported,Keywords detected: technolog,2024-11-25 15:37:53.782370
BEES0006,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: scientific research, scientific research",2024-11-25 15:37:54.063104
MUSC4102,4,Quality Education,Supported,"Keywords detected: cultur, creative, variety",2024-11-25 15:37:54.357755
MUSC4102,9,Industry Innovation and Infrastructure,Supported,Keywords detected: production,2024-11-25 15:37:54.357755
MUSC4102,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:37:54.357755
MUSC4102,11,Sustainable Cities and Communities,Focus,Keywords detected: creativ,2024-11-25 15:37:54.357755
ZBUS2901,8,Decent Work and Economic Growth,Supported,Keywords detected: business,2024-11-25 15:37:55.029622
LAWS3014,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: obligation,2024-11-25 15:37:55.575049
IDES2322,6,Clean Water and Sanitation,Supported,Keywords detected: pond,2024-11-25 15:37:55.913145
IDES2322,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:37:55.913145
IDES2322,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:37:55.913145
LAWS3017,13,Climate Action,Focus,"Keywords detected: human right, human right, human right, human right",2024-11-25 15:37:56.301571
LAWS3017,4,Quality Education,Supported,"Keywords detected: human right, human right, human right, human right",2024-11-25 15:37:56.301571
LAWS3017,10,Reduced Inequalities,Supported,"Keywords detected: just, just, social just",2024-11-25 15:37:56.301571
LAWS3017,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: human rights, human rights, human rights, human rights",2024-11-25 15:37:56.301571
LAWS3017,8,Decent Work and Economic Growth,Supported,Keywords detected: justice,2024-11-25 15:37:56.301571
AVIA2610,10,Reduced Inequalities,Supported,Keywords detected: bias,2024-11-25 15:37:57.400678
AVIA2610,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 15:37:57.400678
ARTS3822,4,Quality Education,Focus,"Keywords detected: science, science, variety, science",2024-11-25 15:37:57.793716
ENGG2997,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 15:37:58.323556
ARTS2852,4,Quality Education,Focus,Keywords detected: science,2024-11-25 15:37:58.806679
ARTS2852,9,Industry Innovation and Infrastructure,Supported,Keywords detected: investigation,2024-11-25 15:37:58.806679
MATS2001,4,Quality Education,Focus,Keywords detected: science,2024-11-25 15:37:59.257873
MATS2001,7,Affordable and Clean Energy,Supported,"Keywords detected: electric, electric",2024-11-25 15:37:59.257873
IEST5003,15,Life on Land,Focus,"Keywords detected: environmental issue, environmental issue",2024-11-25 15:38:00.240274
IEST5003,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:38:00.240274
IEST5003,10,Reduced Inequalities,Supported,"Keywords detected: cult, just",2024-11-25 15:38:00.240274
IEST5003,9,Industry Innovation and Infrastructure,Supported,Keywords detected: inquiry,2024-11-25 15:38:00.240274
MINE2820,11,Sustainable Cities and Communities,Focus,Keywords detected: reduction,2024-11-25 15:38:01.505526
MINE2820,12,Responsible Consumption and Production,Supported,"Keywords detected: reduction, waste",2024-11-25 15:38:01.505526
MINE2820,8,Decent Work and Economic Growth,Supported,Keywords detected: revenue,2024-11-25 15:38:01.505526
MMAN9453,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 15:38:01.920730
JURD7318,11,Sustainable Cities and Communities,Supported,Keywords detected: foundation,2024-11-25 15:38:02.351743
JURD7318,10,Reduced Inequalities,Supported,Keywords detected: doctrine,2024-11-25 15:38:02.351743
JURD7318,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: transaction,2024-11-25 15:38:02.351743
JURD7318,7,Affordable and Clean Energy,Supported,Keywords detected: alternative,2024-11-25 15:38:02.351743
CRIM2014,3,Good Health and Well-being,Supported,Keywords detected: police,2024-11-25 15:38:02.626367
CRIM2014,1,No Poverty,Supported,Keywords detected: local development,2024-11-25 15:38:02.626367
JURD7364,9,Industry Innovation and Infrastructure,Supported,Keywords detected: investigation,2024-11-25 15:38:03.414631
ZEIT2601,4,Quality Education,Focus,"Keywords detected: science, science, science, science",2024-11-25 15:38:03.781124
ZEIT2601,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: accountability,2024-11-25 15:38:03.781124
ZEIT2601,6,Clean Water and Sanitation,Focus,"Keywords detected: liquid, water",2024-11-25 15:38:03.781124
ZEIT2601,13,Climate Action,Focus,"Keywords detected: oil, oil",2024-11-25 15:38:03.781124
ZEIT2601,10,Reduced Inequalities,Supported,"Keywords detected: soil, soil",2024-11-25 15:38:03.781124
ZEIT3102,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: security, security, security, security",2024-11-25 15:38:04.269776
ZEIT3102,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:38:04.269776
EDST5127,11,Sustainable Cities and Communities,Focus,"Keywords detected: school, school",2024-11-25 15:38:04.814888
SENG2011,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: liability,2024-11-25 15:38:05.164775
COMM5704,6,Clean Water and Sanitation,Supported,Keywords detected: river,2024-11-25 15:38:05.737411
COMM5704,8,Decent Work and Economic Growth,Supported,Keywords detected: corporation,2024-11-25 15:38:05.737411
MARK3091,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: industry, innovation, innovation, investigation, innovation",2024-11-25 15:38:06.106786
CODE3234,16,"Peace, Justice and Strong Institutions",Focus,"Keywords detected: urban, urban, urban, urban",2024-11-25 15:38:06.456536
MATH2089,3,Good Health and Well-being,Supported,Keywords detected: risks,2024-11-25 15:38:06.855018
ARTS2469,4,Quality Education,Supported,"Keywords detected: cultur, cultur, tradition",2024-11-25 15:38:07.193334
ARTS2469,10,Reduced Inequalities,Supported,"Keywords detected: cult, cult",2024-11-25 15:38:07.193334
COMM5201,8,Decent Work and Economic Growth,Supported,"Keywords detected: enterprise, enterprise",2024-11-25 15:38:07.735466
COMM5201,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: enterprise, enterprise",2024-11-25 15:38:07.735466
COMM5201,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 15:38:07.735466
COMM5201,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 15:38:07.735466
COMM5201,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 15:38:07.735466
MODL5101,10,Reduced Inequalities,Supported,Keywords detected: just,2024-11-25 15:38:08.577533
ARTS1811,4,Quality Education,Supported,"Keywords detected: variety, cultur",2024-11-25 15:38:09.058547
ARTS1811,15,Life on Land,Supported,Keywords detected: ground,2024-11-25 15:38:09.058547
ARTS1811,14,Life Below Water,Focus,Keywords detected: kind,2024-11-25 15:38:09.058547
ARTS1811,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:38:09.058547
ARTS1811,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: kind,2024-11-25 15:38:09.058547
PHCM1001,10,Reduced Inequalities,Focus,"Keywords detected: culture, cult, cult, movement, cult, culture, belief, cult",2024-11-25 15:38:10.988008
PHCM1001,4,Quality Education,Supported,"Keywords detected: cultur, cultur, human right, cultur, cultur",2024-11-25 15:38:10.988008
PHCM1001,3,Good Health and Well-being,Focus,"Keywords detected: health care, health care, primary health care, health care, delivery, health care",2024-11-25 15:38:10.988008
PHCM1001,13,Climate Action,Focus,"Keywords detected: human right, empower",2024-11-25 15:38:10.988008
PHCM1001,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: human rights,2024-11-25 15:38:10.988008
PHCM1001,7,Affordable and Clean Energy,Supported,Keywords detected: power,2024-11-25 15:38:10.988008
PHCM1001,8,Decent Work and Economic Growth,Supported,Keywords detected: determination,2024-11-25 15:38:10.988008
PHRM2031,3,Good Health and Well-being,Focus,"Keywords detected: health care, health care, medicine, health services, health service, primary care, medicine",2024-11-25 15:38:11.553616
PHRM2031,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: inquiry, inquiry, inquiry, inquiry",2024-11-25 15:38:11.553616
PHRM2031,11,Sustainable Cities and Communities,Supported,"Keywords detected: education, education, education, education",2024-11-25 15:38:11.553616
PHRM2031,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: harm, harm, harm",2024-11-25 15:38:11.553616
DART2310,4,Quality Education,Supported,"Keywords detected: original, original, cultur, original",2024-11-25 15:38:11.958809
DART2310,15,Life on Land,Supported,"Keywords detected: land, land, land",2024-11-25 15:38:11.958809
DART2310,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:38:11.958809
MUSC3806,9,Industry Innovation and Infrastructure,Supported,Keywords detected: production,2024-11-25 15:38:12.969280
EDST4096,11,Sustainable Cities and Communities,Supported,Keywords detected: education,2024-11-25 15:38:13.954657
EDST4096,10,Reduced Inequalities,Supported,Keywords detected: just,2024-11-25 15:38:13.954657
EDST4096,13,Climate Action,Supported,Keywords detected: decision-making,2024-11-25 15:38:13.954657
GMAT3420,4,Quality Education,Supported,"Keywords detected: original, cultur",2024-11-25 15:38:14.719530
GMAT3420,10,Reduced Inequalities,Supported,"Keywords detected: relocation, cult",2024-11-25 15:38:14.719530
GMAT3420,15,Life on Land,Supported,Keywords detected: land,2024-11-25 15:38:14.719530
AVIA5001,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 15:38:15.143404
AVIA5001,6,Clean Water and Sanitation,Supported,Keywords detected: pond,2024-11-25 15:38:15.143404
LAWS3351,8,Decent Work and Economic Growth,Supported,Keywords detected: business,2024-11-25 15:38:16.303162
LAWS3351,13,Climate Action,Focus,Keywords detected: human right,2024-11-25 15:38:16.303162
LAWS3351,4,Quality Education,Supported,Keywords detected: human right,2024-11-25 15:38:16.303162
LAWS3351,11,Sustainable Cities and Communities,Supported,Keywords detected: violence,2024-11-25 15:38:16.303162
LAWS3351,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: human rights,2024-11-25 15:38:16.303162
DDES9012,11,Sustainable Cities and Communities,Focus,Keywords detected: creativ,2024-11-25 15:38:16.824517
DDES9012,8,Decent Work and Economic Growth,Supported,Keywords detected: resolution,2024-11-25 15:38:16.824517
DDES9012,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 15:38:16.824517
PTRL4017,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: equipment, technolog",2024-11-25 15:38:17.253667
PTRL4017,10,Reduced Inequalities,Supported,Keywords detected: movement,2024-11-25 15:38:17.253667
FINS3303,8,Decent Work and Economic Growth,Supported,"Keywords detected: organization, business, organization, business, company, finance, business, organization, business, business",2024-11-25 15:38:17.659218
